System	NodeID	SpeciesID	StageID	Stage	SpeciesID.StageID	WorkingName	OrganismalGroup	NodeType	Resolution	ResolutionNotes	Feeding	Lifestyle(stage)	Lifestyle(species)	ConsumerStrategy(stage)	HabitatAffiliation	Mobility	Residency	NativeStatus	BodySize(g)	BodySizeSD	BodySizeN	BodySizeEstimation	BodySizeNotes	Abundance(no./ha)	Abundance95%CL	AbundanceDF	Biomass(kg/ha)	Biomass95%CL	BiomassDF	BiomassEstimation	BiomassNotes	Kingdom	Phylum	Subphylum	Superclass	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Genus	SpecificEpithet	NodeNotes
BSQ	409	240	4	metacercaria	240.4	fat cyathocotylid	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.69908e-6		2	species	volumetric	1528628.87	3452260.47	4.00007173	0.0025973	0.00586567	4.00007173	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	409	240	4	metacercaria	240.4	fat cyathocotylid	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.69908e-6		2	species	volumetric	1397.59	2130.87795	7.00000004	2.3746e-6	3.62053e-6	7.00000004	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
BSQ	410	241	4	metacercaria	241.4	Galactosomum humbargari	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00018699			approximation	volumetric; literature (Rekharani and Madhavi 1985	126043.08	262662.722	4.02084336	0.0235692	0.04911609	4.02084336	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Galactosomum	humbargari	
EPB	411	242	4	metacercaria	242.4	Gynaecotyla sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0001431			approximation	volumetric; pooled among several congeners	484025.77	572955.423	7.00014699	0.0692641	0.08198992	7.00014699	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Gynaecotyla	sp.	
EPB	412	243	4	metacercaria	243.4	Gynaecotyla sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00014306			approximation	volumetric; pooled among several congeners	5100.48	13549.3407	4.00003668	0.0007297	0.00193837	4.00003668	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Gynaecotyla	sp.	
BSQ	413	244	4	metacercaria	244.4	hemiurid	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													0.0006485			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae			
CSM	413	244	4	metacercaria	244.4	hemiurid	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													0.0009919			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae			
EPB	413	244	4	metacercaria	244.4	hemiurid	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													0.0008087			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae			
BSQ	414	246	4	metacercaria	246.4	Himasthla B	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000827		9	species	volumetric	963229.46	1203853.38	5.15082045	0.0796591	0.09955867	5.15082045	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
CSM	414	246	4	metacercaria	246.4	Himasthla B	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000827		9	species	volumetric	1158139.96	1070753.91	7.92312068	0.0957782	0.08855135	7.92312068	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
EPB	414	246	4	metacercaria	246.4	Himasthla B	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000827		9	species	volumetric	334974.31	296717.454	9.67508183	0.0277024	0.02453853	9.67508183	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
BSQ	415	247	4	metacercaria	247.4	Hysterolecitha trilocalis	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													0.5684102			approximation, ratio	set equal to cerc annual productivity)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	
CSM	415	247	4	metacercaria	247.4	Hysterolecitha trilocalis	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													0.4330272			approximation, ratio	set equal to cerc annual productivity)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	
EPB	415	247	4	metacercaria	247.4	Hysterolecitha trilocalis	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													0.0225982			approximation, ratio	set equal to cerc annual productivity)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	
BSQ	416	248	4	metacercaria	248.4	Lecisthaster sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													4.774e-5			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Trematoda	Digenea					Lecisthasteridae	Lecisthaster	sp.	Probably L. minimus
EPB	416	248	4	metacercaria	248.4	Lecisthaster sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite													0.000011			approximation, ratio	for these unobserved but necessary larval stages, gave the kg/ha characterizing the adults or metacestodes)	Animalia	Platyhelminthes			Trematoda	Digenea					Lecisthasteridae	Lecisthaster	sp.	Probably L. minimus
BSQ	417	250	4	metacercaria	250.4	Renicola sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000117		4	species	volumetric	447091.09	1011532.9	7	0.005231	0.01183493	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
CSM	417	250	4	metacercaria	250.4	Renicola sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000117		4	species	volumetric	4632016.07	7686229.89	4.00549967	0.0541946	0.08992889	4.00549967	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
EPB	417	250	4	metacercaria	250.4	Renicola sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000117		4	species	volumetric	335606.40	579062.588	4.10618269	0.0039266	0.00677503	4.10618269	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
CSM	418	251	4	metacercaria	251.4	mc aorta	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					5.2764e-5			approximation	set equal to smmi mcerc	673.77	1069.45826	7	3.555e-5	5.64289e-5	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
EPB	419	252	4	metacercaria	252.4	mc oval (u+i)	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					7.4884e-5		2	species	volumetric	134327.92	157447.347	6.05319706	0.010059	0.01179029	6.05319706	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
EPB	420	253	4	metacercaria	253.4	mc oval jelly	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					7.4884e-5			approximation	set equal to mc oval	1132.34	2739.4124	6.00000021	0.0000848	0.00020514	6.00000021	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	421	254	4	metacercaria	254.4	mc sphere	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000561		1	species	volumetric	480124.12	855011.329	4.00302637	0.026935	0.04796614	4.00302637	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
CSM	422	255	4	metacercaria	255.4	mc unk acteo	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000523			approximation	set equal to renic size	7390.44	9393.10985	7.01997709	0.0003865	0.00049126	7.01997709	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	423	256	4	metacercaria	256.4	mc unk Bittium	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000872		1	species	volumetric	8597.91	20330.8161	7	0.0007497	0.00177285	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	424	257	4	metacercaria	257.4	mc unk lg-cirriformia	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000827			approximation	set equal to himb size	296069.62	822021.051	4	0.024485	0.06798114	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	425	258	4	metacercaria	258.4	mc unk neo	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00004312			approximation	set equal to prob	544.96	1288.60591	7	0.0000235	5.55647e-5	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	426	259	4	metacercaria	259.4	mc unk pericaridean	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000431			approximation	set equal to prob	378684.93	460140.725	4.00005825	0.0163213	0.01983207	4.00005825	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	426	259	4	metacercaria	259.4	mc unk pericaridean	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000431			approximation	set equal to prob	22509.80	42391.2449	7	0.0009702	0.00182706	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	427	260	4	metacercaria	260.4	mc unk poly	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000117			approximation	set equal to lgxi	432635.53	567840.234	4.60712551	0.0050618	0.00664373	4.60712551	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	427	260	4	metacercaria	260.4	mc unk poly	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000117			approximation	set equal to lgxi	10071.93	24645.1222	6	0.0001178	0.00028835	6	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	428	261	4	metacercaria	261.4	mc unk-tagelus epb	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.000899		1	species	volumetric	3951.57	2642.94717	7.01326613	0.0035525	0.00237601	7.01326613	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	429	262	4	metacercaria	262.4	mc vs	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.1733e-5			approximation	set equal to lgxi	952.56	1499.44887	4.00003669	1.1176e-5	1.7593e-5	4.00003669	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
BSQ	430	263	4	metacercaria	263.4	mega het	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00015817		1	species	volumetric	6169.36	12787.8298	4	0.0009758	0.00202269	4	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea								
EPB	431	264	4	metacercaria	264.4	Acanthoparyphium	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0005167		1	species	volumetric	27948.99	61142.2433	7	0.0144412	0.0315922	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Acanthoparyphium		
BSQ	432	265	4	metacercaria	265.4	Mesostephanus appendiculatus	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.97716e-5			species	volumetric; literature (Martin 1961)	5891710.66	11024927.5	4.00174842	0.1164886	0.21798046	4.00174842	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
CSM	432	265	4	metacercaria	265.4	Mesostephanus appendiculatus	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.97716e-5			species	volumetric; literature (Martin 1961)	158470.14	142733.447	7.00004523	0.0031332	0.00282207	7.00004523	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
EPB	432	265	4	metacercaria	265.4	Mesostephanus appendiculatus	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					1.97716e-5			species	volumetric; literature (Martin 1961)	139030.26	281318.259	5.01591561	0.0027489	0.00556211	5.01591561	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
CSM	433	267	4	metacercaria	267.4	Parvatrema sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000017		1	species	volumetric	215957.70	510658.806	7	0.0003671	0.00086812	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Gymnophallidae	Parvatrema	sp.	
EPB	433	267	4	metacercaria	267.4	Parvatrema sp.	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.0000017		1	species	volumetric	83674401.8	56199231.7	8.45207058	0.1422465	0.09553869	8.45207058	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Gymnophallidae	Parvatrema	sp.	
BSQ	434	268	4	metacercaria	268.4	Phocitremoides ovale	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					2.82968e-6		1	species	volumetric; literature (Martin 1950)	1526473.06	3840354.29	4.00000061	0.0043194	0.01086697	4.00000061	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
CSM	434	268	4	metacercaria	268.4	Phocitremoides ovale	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					2.82968e-6		1	species	volumetric; literature (Martin 1950)	1856698.88	1125480.88	7.09924593	0.0052539	0.00318475	7.09924593	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
EPB	434	268	4	metacercaria	268.4	Phocitremoides ovale	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					2.82968e-6		1	species	volumetric; literature (Martin 1950)	1938258.14	2795581.94	5.28692257	0.0054847	0.0079106	5.28692257	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
BSQ	435	269	4	metacercaria	269.4	Probolocoryphe species A	trematode	life stage	Species		feeding	infectious	infectious	trophically transmitted parasite					0.00004312		21	species	volumetric	5093048.10	8801453.64	4.00002759	0.2196122	0.37951868	4.00002759	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
